city,state_name,lat,lng
Glenfield,North Dakota,47.4533296,-98.5673223
Grace City,North Dakota,47.5513859,-98.8053836
McHenry,North Dakota,47.576108,-98.5914904
Golden Valley,North Dakota,47.2908418,-102.0646172
Hazen,North Dakota,47.2944481,-101.622665
Pick City,North Dakota,47.5113887,-101.4537737
Caribou,Maine,46.8605982,-68.0119714
Presque Isle,Maine,46.681153,-68.0158616
Medora,North Dakota,46.9139028,-103.5243536
Golva,North Dakota,46.7341788,-103.9863168
Dawson,North Dakota,46.8685954,-99.751495
Pettibone,North Dakota,47.1191585,-99.5195561
Robinson,North Dakota,47.1427682,-99.7812206
Buchanan,North Dakota,47.0624924,-98.8289956
Jamestown,North Dakota,46.9105438,-98.7084357
Kensal,North Dakota,47.3008296,-98.7334377
Medina,North Dakota,46.8938758,-99.2998334
Montpelier,North Dakota,46.7002601,-98.5900955
Pingree,North Dakota,47.163328,-98.9070537
Lincoln,North Dakota,46.7624938,-100.7004025
Regan,North Dakota,47.1580494,-100.528177
Valley City,North Dakota,46.9233129,-98.0031547
Dazey,North Dakota,47.1905449,-98.2017618
Fingal,North Dakota,46.7605329,-97.7903815
Kathryn,North Dakota,46.6780313,-97.968712
Leal,North Dakota,47.1052665,-98.3173158
Litchville,North Dakota,46.6535903,-98.1942616
Nome,North Dakota,46.6777529,-97.8103807
Oriska,North Dakota,46.9305334,-97.7889918
Pillsbury,North Dakota,47.2069306,-97.7906569
Alice,North Dakota,46.7619199,-97.5559299
Amenia,North Dakota,47.0049744,-97.2189763
Argusville,North Dakota,47.0521927,-96.9345275
Arthur,North Dakota,47.1041435,-97.2181431
Briarwood,North Dakota,46.7860752,-96.7970272
Buffalo,North Dakota,46.9196986,-97.5495386
Casselton,North Dakota,46.9005292,-97.2111999
Davenport,North Dakota,46.7141358,-97.0700892
Fargo,North Dakota,46.8771863,-96.7898034
Frontier,North Dakota,46.8005206,-96.8331391
Gardner,North Dakota,47.1471966,-96.9678613
Grandin,North Dakota,47.2369226,-97.001473
Harwood,North Dakota,46.9794115,-96.8806377
Horace,North Dakota,46.7588553,-96.9036971
Hunter,North Dakota,47.1905344,-97.2170321
Kindred,North Dakota,46.6485779,-97.0170323
Leonard,North Dakota,46.6519149,-97.2456467
Mapleton,North Dakota,46.8891375,-97.0525872
North River,North Dakota,46.9507978,-96.8025805
Page,North Dakota,47.1597055,-97.5712038
Prairie Rose,North Dakota,46.8174651,-96.8356389
Reile's Acres,North Dakota,46.9269129,-96.8664846
Hill City,Minnesota,46.9932847,-93.5985615
Dickinson,North Dakota,46.8791756,-102.7896242
Gladstone,North Dakota,46.8608403,-102.5679579
Richardton,North Dakota,46.8838957,-102.3157292
Almont,North Dakota,46.7252795,-101.5026443
Flasher,North Dakota,46.4561128,-101.2326433
Glen Ullin,North Dakota,46.8150051,-101.829877
Hebron,North Dakota,46.9005626,-102.0454416
Mandan,North Dakota,46.8266603,-100.8895762
New Salem,North Dakota,46.844999,-101.4112545
Carson,North Dakota,46.4177836,-101.5648653
Elgin,North Dakota,46.4038957,-101.8459791
Leith,North Dakota,46.3583395,-101.6365298
New Leipzig,North Dakota,46.3761171,-101.9398717
Braddock,North Dakota,46.5644311,-100.0909421
Hague,North Dakota,46.0285994,-99.9956683
Hazelton,North Dakota,46.4847126,-100.2795573
Linton,North Dakota,46.2666567,-100.2328916
Fredonia,North Dakota,46.3288597,-99.0956648
Gackle,North Dakota,46.6258113,-99.1420541
Napoleon,North Dakota,46.5034317076,-99.7620110415
Amidon,North Dakota,46.4822327,-103.3218466
Marmarth,North Dakota,46.2950062,-103.9207615
Verona,North Dakota,46.3638572,-98.0723229
Dickey,North Dakota,46.5369203,-98.4678716
Edgeley,North Dakota,46.3591377,-98.7156564
Jud,North Dakota,46.5260853,-98.8956607
Kulm,North Dakota,46.3019144,-98.9481624
LaMoure,North Dakota,46.3571915,-98.2945434
Marion,North Dakota,46.6072008,-98.3323162
Mott,North Dakota,46.3725031,-102.3271061
New England,North Dakota,46.5391751,-102.8682231
Regent,North Dakota,46.4216712,-102.555719
Elliott,North Dakota,46.4021898,-97.8148228
Enderlin,North Dakota,46.623028,-97.6014862
Fort Ransom,North Dakota,46.5208041,-97.9262128
Lisbon,North Dakota,46.4416344,-97.6812096
Wahpeton,North Dakota,46.2652367,-96.6059072
Dwight,North Dakota,46.3041254,-96.7381329
Fairmount,North Dakota,46.0549591,-96.6022941
Great Bend,North Dakota,46.1538473,-96.8020228
Hankinson,North Dakota,46.069681,-96.9017476
Lidgerwood,North Dakota,46.0755158,-97.1517554
Mantador,North Dakota,46.1652369,-96.9773059
Mooreton,North Dakota,46.26857,-96.8761923
Fort Yates,North Dakota,46.0869408,-100.6301271
Pine City,Minnesota,45.8260672,-92.9685423
Bangor,Maine,44.8011821,-68.7778138
Brewer,Maine,44.7967379,-68.7614246
Old Town,Maine,44.9342349,-68.6453092
Bucyrus,North Dakota,46.0638952,-102.7882137
Haynes,North Dakota,45.9741705,-102.4709914
Hettinger,North Dakota,46.0013946,-102.6368239
Reeder,North Dakota,46.1058393,-102.9454423
Forman,North Dakota,46.1077418,-97.6364861
Gwinner,North Dakota,46.2257963,-97.6625959
Havana,North Dakota,45.95024,-97.618988
Milnor,North Dakota,46.2591278,-97.4562022
Venturia,North Dakota,45.9985882,-99.5462279
Lehr,North Dakota,46.2796939,-99.3523336
Ellendale,North Dakota,46.0027502,-98.5270458
Forbes,North Dakota,45.9435847,-98.7820478
Fullerton,North Dakota,46.1652468,-98.4270443
Ludden,North Dakota,46.0085815,-98.1253803
Monango,North Dakota,46.1727475,-98.5945448
Oakes,North Dakota,46.1385787,-98.0903794
Bowman,North Dakota,46.1830618,-103.3949061
Gascoyne,North Dakota,46.1183391,-103.0798921
Rhame,North Dakota,46.2325063,-103.6554735
Mound City,South Dakota,45.7252697,-100.0684524
Claremont,South Dakota,45.6718976,-98.0156602
Columbia,South Dakota,45.6130241,-98.3125979
Claire City,South Dakota,45.8571812,-97.1036974
Corona,South Dakota,45.3338521,-96.7631231
New Effington,South Dakota,45.8563481,-96.9203579
Ortley,South Dakota,45.332183,-97.1956377
Peever,South Dakota,45.5430163,-96.9547996
Center City,Minnesota,45.3938525,-92.8166024
Chisago City,Minnesota,45.3735757,-92.8899376
Rush City,Minnesota,45.6855145,-92.9654903
Calais,Maine,45.1889633,-67.2786039
Eastport,Maine,44.9061906,-66.9899785
Bowdle,South Dakota,45.4530375,-99.6540068
Pierpont,South Dakota,45.4955082,-97.8312098
Eagle Butte,South Dakota,45.0024802,-101.233485
Dupree,South Dakota,45.0474815,-101.6009896
Lena,Wisconsin,44.9511001,-88.0467693
Grove City,Minnesota,45.1505185,-94.6830533
Lake Hallie,Wisconsin,44.8757938,-91.4407146
Boyd,Wisconsin,44.9519088,-91.0348656
Ellsworth,Maine,44.5434095,-68.4194642
Chelsea,South Dakota,45.1685864,-98.7395464
Cresbard,South Dakota,45.1699736,-98.9484416
Onaka,South Dakota,45.1927553,-99.4662266
Orient,South Dakota,44.9002537,-99.0892738
Conde,South Dakota,45.1571854,-98.0975923
Doland,South Dakota,44.8958034,-98.1006465
Northville,South Dakota,45.1555313,-98.5792629
Newell,South Dakota,44.7147082,-103.4207436
Nisland,South Dakota,44.6730407,-103.5535258
Boyceville,Wisconsin,45.0435742,-92.0410145
Clark,South Dakota,44.877743,-97.7331411
Naples,South Dakota,44.7716324,-97.5117492
Clara City,Minnesota,44.9549593,-95.3664045
Bowler,Wisconsin,44.8630295,-88.9820527
Plattsburgh,New York,44.6994873,-73.4529124
Ogdensburg,New York,44.6942291,-75.4863364
Clear Lake,South Dakota,44.7457977,-96.6825584
Onida,South Dakota,44.7080379,-100.059845
Belfast,Maine,44.4259092,-69.0064234
Philip,South Dakota,44.0394329,-101.6651441
Augusta,Maine,44.3106241,-69.7794897
Gardiner,Maine,44.2300698,-69.7753222
Hallowell,Maine,44.2859022,-69.7908786
Waterville,Maine,44.5520105,-69.6317121
Zumbrota,Minnesota,44.294132,-92.6690806
Hobart,Wisconsin,44.499248,-88.149862
Bellevue,Wisconsin,44.44416,-87.920099
Suamico,Wisconsin,44.6319369,-88.0392708
Embarrass,Wisconsin,44.6655362,-88.7073234
Central City,South Dakota,44.3658176,-103.772421
Deadwood,South Dakota,44.376651,-103.7296416
Pierre,South Dakota,44.3683156,-100.3509665
De Smet,South Dakota,44.3874697,-97.5503541
Oldham,South Dakota,44.2274712,-97.3078459
Whittemore,Michigan,44.2336299,-83.8030424
West Branch,Michigan,44.2764083,-84.2386132
New Underwood,South Dakota,44.0933202,-102.8362824
Auburn,Maine,44.0978509,-70.2311655
Lewiston,Maine,44.100351,-70.2147764
Lake City,Minnesota,44.4494119,-92.2668435
Rockland,Maine,44.1036915,-69.1089294
Oacoma,South Dakota,43.7961053,-99.3956571
Colman,South Dakota,43.9824719,-96.8144974
Nunda,South Dakota,44.1621934,-97.0189491
Minnesota City,Minnesota,44.0938521,-91.7495959
Portland,Maine,43.661471,-70.2553259
South Portland,Maine,43.6414716,-70.2408811
Westbrook,Maine,43.6770252,-70.3711617
Draper,South Dakota,43.9260994,-100.5404127
Murdo,South Dakota,43.8883224,-100.7129143
Bath,Maine,43.9106353,-69.8206023
Little Falls,New York,43.0434039,-74.8595958
Cottonwood,South Dakota,43.9669341,-101.9059831
Endeavor,Wisconsin,43.7158123,-89.4662326
Chamberlain,South Dakota,43.810828,-99.3306556
Custer,South Dakota,43.7666507,-103.5988057
Mount Vernon,South Dakota,43.7105415,-98.2603594
Colton,South Dakota,43.7860862,-96.9275557
Crooks,South Dakota,43.6646974,-96.8108859
Dell Rapids,South Dakota,43.8260842,-96.7061609
Biddeford,Maine,43.4925843,-70.4533844
Saco,Maine,43.5009176,-70.4428286
White Cloud,Michigan,43.5502974,-85.7719971
Glens Falls,New York,43.3095164,-73.6440058
Colome,South Dakota,43.2605567,-99.7151134
Fulton,New York,43.3228462,-76.4171585
Oswego,New York,43.4553461,-76.5104973
Rome,New York,43.2128473,-75.4557304
Sherrill,New York,43.0736798,-75.5982354
Zilwaukee,Michigan,43.4764138,-83.9205291
Algona,Iowa,43.0699663,-94.233019
Dante,South Dakota,43.0386053,-98.1842432
Pickstown,South Dakota,43.0672168,-98.5320265
Chancellor,South Dakota,43.3722033,-96.986997
Davis,South Dakota,43.2574838,-96.9956061
Dolton,South Dakota,43.4908161,-97.3856189
Parker,South Dakota,43.3974827,-97.1364454
Dimock,South Dakota,43.4741517,-97.9856277
Olivet,South Dakota,43.240824,-97.6753449
Parkston,South Dakota,43.3988755,-97.9836831
Corsica,South Dakota,43.4252676,-98.4073023
Delmont,South Dakota,43.2674898,-98.1622978
Dallas,South Dakota,43.2361121,-99.517053
Oelrichs,South Dakota,43.1788648,-103.2307532
Whitehall,Michigan,43.4100107,-86.3486792
Auburn,New York,42.9317335,-76.5660529
Mechanicville,New York,42.9028547,-73.6873405
Saratoga Springs,New York,43.0831301,-73.7845651
Lockport,New York,43.1706128,-78.6903098
Niagara Falls,New York,43.0944999,-79.0567111
North Tonawanda,New York,43.038668,-78.8642034
Rochester,New York,43.1547845,-77.6155568
Wyoming,Michigan,42.9133602,-85.7053085
Gloversville,New York,43.0528506,-74.3437467
Johnstown,New York,43.0067399,-74.3676357
Fairmount,New York,43.0472886,-76.2385383
Syracuse,New York,43.0481221,-76.1474244
Clear Lake,Iowa,43.1380151,-93.3793725
Mason City,Iowa,43.1535728,-93.2010367
Spencer,Iowa,43.1413578,-95.1444393
Charles City,Iowa,43.0663613,-92.6724112
Zeeland,Michigan,42.8125246,-86.018651
Oneida,New York,43.0925684,-75.6512931
Batavia,New York,42.9981156,-78.1875167
Buffalo,New York,42.8864468,-78.8783689
Lackawanna,New York,42.8256142,-78.8233664
North Sioux City,South Dakota,42.5272168,-96.4830864
Fayette,Iowa,42.8419255,-91.8021071
West Union,Iowa,42.9627564,-91.8082167
Amsterdam,New York,42.9386856,-74.1881858
Canandaigua,New York,42.8742314,-77.2880382
Geneva,New York,42.8689552,-76.9777436
Rensselaer,New York,42.6425795,-73.742898
Schenectady,New York,42.8142432,-73.9395687
Sioux Rapids,Iowa,42.8933093,-95.1511051
Storm Lake,Iowa,42.6410915,-95.2097179
Rolfe,Iowa,42.8127501,-94.5269204
Dakota City,Iowa,42.7221935,-94.1971836
Humboldt,Iowa,42.7208047,-94.2152402
Hampton,Iowa,42.7419176,-93.2024233
Sheffield,Iowa,42.8933018,-93.2152022
Sumner,Iowa,42.8474801,-92.0915633
Waverly,Iowa,42.7258142,-92.4754626
Oneonta,New York,42.4528571,-75.0637746
O'Neill,Nebraska,42.4577811,-98.6475872
Wixom,Michigan,42.5247555,-83.5363268
Lawrence,Massachusetts,42.7070354,-71.1631137
Lynn,Massachusetts,42.466763,-70.9494939
Salem,Massachusetts,42.51954,-70.8967155
Beverly,Massachusetts,42.5584284,-70.8800491
Gloucester,Massachusetts,42.6159286,-70.6619888
Newburyport,Massachusetts,42.8125913,-70.8772751
Peabody,Massachusetts,42.5278731,-70.9286609
Bloomfield,Nebraska,42.5988909,-97.6456195
Mount Pleasant,Wisconsin,42.697431,-87.855774
Albany,New York,42.6525793,-73.7562317
Cohoes,New York,42.7742446,-73.7001187
Cortland,New York,42.6011813,-76.1804843
Williamston,Michigan,42.6889235,-84.2830245
Wayland,Michigan,42.6739208,-85.6447438
Ponca,Nebraska,42.5624971,-96.7055918
North Adams,Massachusetts,42.700915,-73.1087148
Norwich,New York,42.531184,-75.5235149
Everett,Massachusetts,42.40843,-71.0536625
Lowell,Massachusetts,42.6334247,-71.3161718
Marlborough,Massachusetts,42.3459271,-71.5522874
Waltham,Massachusetts,42.3764852,-71.2356113
Cambridge,Massachusetts,42.375097,-71.1056079
Malden,Massachusetts,42.4250964,-71.066163
Medford,Massachusetts,42.4184296,-71.1061639
Melrose,Massachusetts,42.4584292,-71.0661633
Newton,Massachusetts,42.3370414,-71.2092214
Worcester,Massachusetts,42.2625932,-71.8022934
Fitchburg,Massachusetts,42.5834228,-71.8022956
Gardner,Massachusetts,42.5750883,-71.998133
Leominster,Massachusetts,42.5250906,-71.759794
Dubuque,Iowa,42.5005583,-90.6645718
Fort Dodge,Iowa,42.4974694,-94.1680158
Waterloo,Iowa,42.4927641,-92.3429631
Evansdale,Iowa,42.4691543,-92.281017
Ithaca,New York,42.4406284,-76.4966071
Corning,New York,42.1428521,-77.0546903
Hornell,New York,42.3278477,-77.6611025
Dunkirk,New York,42.4795019,-79.3339324
Jamestown,New York,42.0970023,-79.2353259
Sioux City,Iowa,42.4999942,-96.4003069
Lake City,Iowa,42.2674828,-94.7338704
Webster City,Iowa,42.4694184,-93.816054
Eldora,Iowa,42.360816,-93.0996464
Northampton,Massachusetts,42.3250896,-72.6412013
Olean,New York,42.077565,-78.4297419
Salamanca,New York,42.1578412,-78.7150311
Hudson,New York,42.2528649,-73.790959
Boston,Massachusetts,42.3584308,-71.0597732
Chelsea,Massachusetts,42.3917638,-71.0328284
Revere,Massachusetts,42.4084302,-71.0119948
Neligh,Nebraska,42.1286177,-98.0297887
Ypsilanti,Michigan,42.2411499,-83.6129939
Binghamton,New York,42.0986867,-75.9179738
Quincy,Massachusetts,42.2528772,-71.0022705
Chicopee,Massachusetts,42.1487043,-72.6078672
Westfield,Massachusetts,42.1250929,-72.749538
West Springfield,Massachusetts,42.1070215503,-72.6351252226
Holyoke,Massachusetts,42.2042587,-72.6162009
Springfield,Massachusetts,42.1014831,-72.589811
Brockton,Massachusetts,42.0834335,-71.0183787
Belle Plaine,Iowa,41.8969417,-92.2782405
Shellsburg,Iowa,42.0944408,-91.8693468
Vinton,Iowa,42.1686061,-92.0235139
Cedar Rapids,Iowa,42.0083328,-91.6440683
Elmira,New York,42.0897965,-76.8077338
Albion,Pennsylvania,41.8906112,-80.3664542
Corry,Pennsylvania,41.9203337,-79.6403287
Cranesville,Pennsylvania,41.9050557,-80.3436755
Edinboro,Pennsylvania,41.8742225,-80.1317236
Elgin,Pennsylvania,41.9031113,-79.7436625
Erie,Pennsylvania,42.1292241,-80.085059
Girard,Pennsylvania,42.0003337,-80.3181193
Lake City,Pennsylvania,42.0142229,-80.3453435
McKean,Pennsylvania,41.9981659,-80.1409959
Mill Village,Pennsylvania,41.8764448,-79.9714419
North East,Pennsylvania,42.2156131,-79.8342163
Platea,Pennsylvania,41.9503336,-80.3281195
Union City,Pennsylvania,41.8995001,-79.8453298
Waterford,Pennsylvania,41.942833,-79.9844968
Wattsburg,Pennsylvania,42.0036652,-79.8108844
Wesleyville,Pennsylvania,42.1403346,-80.0150553
Onawa,Iowa,42.0266548,-96.0972376
Carroll,Iowa,42.0658184,-94.8669304
Manning,Iowa,41.9091528,-95.0649917
Jefferson,Iowa,42.0152609,-94.3774684
Kingston,New York,41.9270367,-73.9973608
Chicago,Illinois,41.850033,-87.6500523
Campton Hills,Illinois,41.93749,-88.397849
Attleboro,Massachusetts,41.9445441,-71.2856082
Fall River,Massachusetts,41.7014912,-71.1550451
Fairview,New York,41.7237046,-73.9198589
Beacon,New York,41.5048159,-73.9695832
Poughkeepsie,New York,41.7003713,-73.9209701
Oakland,Nebraska,41.8358265,-96.4669709
East Hartford,Connecticut,41.7823216,-72.6120346
Glastonbury Center,Connecticut,41.7009328,-72.5995347
Hazardville,Connecticut,41.9873187,-72.5448093
Kensington,Connecticut,41.6353769,-72.7687083
Crystal Lake,Connecticut,41.9317636,-72.3784156
Clinton,Iowa,41.8444735,-90.1887379
East Brooklyn,Connecticut,41.7967653,-71.8972946
Alba,Pennsylvania,41.7050749,-76.8282913
Athens,Pennsylvania,41.9572965,-76.5179991
Burlington,Pennsylvania,41.779797,-76.607448
Canton,Pennsylvania,41.656464,-76.8532927
Le Raysville,Pennsylvania,41.8386862,-76.1802078
Monroe,Pennsylvania,41.7123462,-76.4759213
New Albany,Pennsylvania,41.6000752,-76.4418868
Rome,Pennsylvania,41.8584081,-76.3407699
Sayre,Pennsylvania,41.9789631,-76.515499
South Waverly,Pennsylvania,41.9975741,-76.5371665
Sylvania,Pennsylvania,41.8050744,-76.8569033
Towanda,Pennsylvania,41.767575,-76.4427188
Troy,Pennsylvania,41.7859079,-76.7880114
Wyalusing,Pennsylvania,41.6681309,-76.2618786
Bradford,Pennsylvania,41.9558963,-78.6439164
Eldred,Pennsylvania,41.9578425,-78.3852953
Kane,Pennsylvania,41.6628394,-78.8111427
Lewis Run,Pennsylvania,41.870896,-78.6614165
Mount Jewett,Pennsylvania,41.725618,-78.6383591
Port Allegany,Pennsylvania,41.810898,-78.2797352
Smethport,Pennsylvania,41.8111748,-78.4447413
Harlan,Iowa,41.653044,-95.3255541
Grinnell,Iowa,41.7430494,-92.7224124
Iowa City,Iowa,41.6611277,-91.5301683
Eastlake,Ohio,41.6539359,-81.4503924
Grand River,Ohio,41.7361547,-81.2812144
Kirtland,Ohio,41.6289365,-81.3614985
Kirtland Hills,Ohio,41.6239365,-81.3070506
Lakeline,Ohio,41.6594912,-81.4542814
Madison,Ohio,41.7711633,-81.049819
Mentor,Ohio,41.6661573,-81.339552
Mentor-On-The-Lake,Ohio,41.7134922,-81.3650518
North Perry,Ohio,41.7783808,-81.1498216
Painesville,Ohio,41.7244885,-81.245657
Perry,Ohio,41.7603259,-81.1409322
Timberlake,Ohio,41.6658798,-81.4431694
Waite Hill,Ohio,41.6186592,-81.3840001
Wickliffe,Ohio,41.6053266,-81.4534492
Willoughby,Ohio,41.6397696,-81.4065011
Willoughby Hills,Ohio,41.5983823,-81.4184471
Willowick,Ohio,41.6331034,-81.4687274
Blooming Valley,Pennsylvania,41.6811669,-80.04089
Cambridge Springs,Pennsylvania,41.8036675,-80.0564443
Centerville,Pennsylvania,41.7361695,-79.7631081
Cochranton,Pennsylvania,41.5200534,-80.0483929
Conneaut Lake,Pennsylvania,41.6033875,-80.3053416
Conneautville,Pennsylvania,41.757833,-80.3678424
Hydetown,Pennsylvania,41.6525587,-79.7269972
Linesville,Pennsylvania,41.6561656,-80.4239562
Meadville,Pennsylvania,41.6414438,-80.1514484
Saegertown,Pennsylvania,41.7189447,-80.1475583
Spartansburg,Pennsylvania,41.8239463,-79.6836626
Springboro,Pennsylvania,41.800611,-80.3689538
Titusville,Pennsylvania,41.6270036,-79.6736631
Townville,Pennsylvania,41.677835,-79.8797767
Venango,Pennsylvania,41.7725563,-80.1131125
Woodcock,Pennsylvania,41.7547787,-80.0856119
North Bend,Nebraska,41.4619485,-96.7797515
Scribner,Nebraska,41.6666664,-96.6658622
Harbor View,Ohio,41.6933811,-83.4443765
Maumee,Ohio,41.5628294,-83.6538244
Oregon,Ohio,41.6436603,-83.4868768
Ottawa Hills,Ohio,41.6642169,-83.6432694
Toledo,Ohio,41.6639383,-83.555212
Bryan,Ohio,41.4747732,-84.5524508
Darien,Connecticut,41.0787079,-73.4692873
Georgetown,Connecticut,41.2556513,-73.4348438
Factoryville,Pennsylvania,41.5631327,-75.7826932
Laceyville,Pennsylvania,41.6459089,-76.1613189
Meshoppen,Pennsylvania,41.6142427,-76.0465918
Nicholson,Pennsylvania,41.6261882,-75.78047
