city,state_name,lat,lng
Glasco,Kansas,39.3566689,-97.841152
Miltonvale,Kansas,39.3483299,-97.4461408
Jamestown,Kansas,39.5994495,-97.8611542
Mayetta,Kansas,39.3388851,-95.7224828
Netawaka,Kansas,39.6027744,-95.7183173
Effingham,Kansas,39.5222207,-95.4008084
Muscotah,Kansas,39.5527772,-95.5216451
Lancaster,Kansas,39.5727762,-95.3027512
Kanorado,Kansas,39.3330542,-102.0379596
Gem,Kansas,39.4277818,-100.8976516
Menlo,Kansas,39.3569496,-100.7226471
Oakley,Kansas,39.133341,-100.8637593
Downs,Kansas,39.4986215,-98.5420098
Natoma,Kansas,39.1908441,-99.0287006
Green,Kansas,39.4277759,-97.0019605
Oak Hill,Kansas,39.2483279,-97.3414139
Morganville,Kansas,39.4663857,-97.2019703
Glen Elder,Kansas,39.4986212,-98.3086666
Morland,Kansas,39.3494489,-100.0756851
Ogden,Kansas,39.1111086,-96.706117
Leonardville,Kansas,39.3644416,-96.8589009
Emmett,Kansas,39.3072183,-96.0561047
McLouth,Kansas,39.1958333,-95.2083035
Meriden,Kansas,39.1888874,-95.5697001
Nortonville,Kansas,39.4166649,-95.3335839
Easton,Kansas,39.3449988,-95.1158011
Grandview Plaza,Kansas,39.0291649,-96.7891746
Milford,Kansas,39.1683299,-96.9125112
Eskridge,Kansas,38.8588923,-96.1091595
McFarland,Kansas,39.0527764,-96.2377728
Grainfield,Kansas,39.1136186,-100.4651386
Enterprise,Kansas,38.9027781,-97.1169619
Gorham,Kansas,38.8816784,-99.0231471
Eudora,Kansas,38.9433372,-95.0985808
Lecompton,Kansas,39.0444449,-95.3946967
New Cambria,Kansas,38.8791678,-97.5058645
Dunlap,Kansas,38.5763988,-96.3658336
Dwight,Kansas,38.8444474,-96.5933373
Latimer,Kansas,38.7388946,-96.8455665
Kanopolis,Kansas,38.7111197,-98.1572769
Melvern,Kansas,38.5069575,-95.6377619
Neosho Rapids,Kansas,38.3694601,-95.9919352
Lane,Kansas,38.4397392,-95.0821916
Fontana,Kansas,38.4258511,-94.8382949
Leoti,Kansas,38.479741,-101.3587713
Ness City,Kansas,38.4527935,-99.9065136
Galatia,Kansas,38.6416788,-98.9587015
McCracken,Kansas,38.5805694,-99.5712246
La Crosse,Kansas,38.5314022,-99.3087154
Galva,Kansas,38.3819523,-97.5375375
Marquette,Kansas,38.5555632,-97.8336559
Moundridge,Kansas,38.203065,-97.5192065
Inman,Kansas,38.2319537,-97.7733809
Durham,Kansas,38.4861202,-97.2280808
Goessel,Kansas,38.2463992,-97.3489233
Lehigh,Kansas,38.3727872,-97.3030858
Elmdale,Kansas,38.3736255,-96.6447322
Matfield Green,Kansas,38.1591843,-96.5605664
Frederick,Kansas,38.5133432,-98.2683947
Geneseo,Kansas,38.5161207,-98.1567235
New Strawn,Kansas,38.2625197,-95.7419311
Lebo,Kansas,38.4166818,-95.8530441
LeRoy,Kansas,38.0839164,-95.6344292
Greeley,Kansas,38.3666861,-95.1269156
Kincaid,Kansas,38.0841964,-95.1535856
Mound City,Kansas,38.1428068,-94.8135732
La Cygne,Kansas,38.3500206,-94.7613476
Garfield,Kansas,38.0777924,-99.2448316
Lakin,Kansas,37.9405752,-101.254892
Jetmore,Kansas,38.0844625,-99.8934619
North Newton,Kansas,38.0722333,-97.3455918
Fall River,Kansas,37.6078166,-96.0280426
Langdon,Kansas,37.8539044,-98.3245146
Elbing,Kansas,38.0527925,-97.1278103
Latham,Kansas,37.5361329,-96.6419654
Leon,Kansas,37.6902964,-96.7822508
Offerle,Kansas,37.8908512,-99.5578985
Lewis,Kansas,37.9361268,-99.2526111
Neosho Falls,Kansas,38.0055869,-95.557206
Elsmore,Kansas,37.7944858,-95.1502554
Gas,Kansas,37.9236467,-95.3460916
Mildred,Kansas,38.0236431,-95.1710867
Moran,Kansas,37.9161474,-95.1702546
Fulton,Kansas,38.0100354,-94.7196824
Ensign,Kansas,37.6527997,-100.2337527
Montezuma,Kansas,37.5958564,-100.4432047
Ingalls,Kansas,37.8277995,-100.4545927
Ford,Kansas,37.6361315,-99.754016
Eastborough,Kansas,37.6880698,-97.2636551
Garden Plain,Kansas,37.6583471,-97.6836604
Goddard,Kansas,37.6597363,-97.5753256
Mount Hope,Kansas,37.8686224,-97.665047
Kechi,Kansas,37.7958457,-97.279487
Iuka,Kansas,37.7291841,-98.7350909
Johnson City,Kansas,37.5698876,-101.7443105
Nashville,Kansas,37.4416863,-98.4225773
Norwich,Kansas,37.4572405,-97.8489433
New Albany,Kansas,37.5683765,-95.9377613
Earlton,Kansas,37.5881072,-95.4691472
Erie,Kansas,37.5681066,-95.2433113
Galesburg,Kansas,37.4736673,-95.358589
McCune,Kansas,37.3547791,-95.0166333
Elk Falls,Kansas,37.3672642,-96.1886038
Moline,Kansas,37.3603149,-96.3038876
Geuda Springs,Kansas,37.114194,-97.149207
Mayfield,Kansas,37.2583549,-97.5447709
Mulvane,Kansas,37.474464,-97.2439325
Milan,Kansas,37.2597433,-97.6739404
Fowler,Kansas,37.3855792,-100.1956968
Meade,Kansas,37.2855796,-100.3401456
Englewood,Kansas,37.0383622,-99.9834688
Minneola,Kansas,37.4433558,-100.0151355
Medicine Lodge,Kansas,37.2811339,-98.580361
Isabel,Kansas,37.4666865,-98.550361
Kiowa,Kansas,37.0172493,-98.4853539
Elkhart,Kansas,37.0080792,-101.8901664
Moscow,Kansas,37.3236349,-101.2057164
Kismet,Kansas,37.2055766,-100.7021002
Elk City,Kansas,37.2892269,-95.9116515
Liberty,Kansas,37.1556278,-95.5947005
Freeport,Kansas,37.1986325,-97.8570009
Edna,Kansas,37.0597959,-95.3594159
Mound Valley,Kansas,37.2053457,-95.4049746
Labette,Kansas,37.2306195,-95.1835788
Elgin,Kansas,37.0044964,-96.2766608
Niotaze,Kansas,37.0736771,-96.0135947
Rushville,Nebraska,42.7183176,-102.4640647
Randolph,Nebraska,42.3786127,-97.3570005
Long Pine,Nebraska,42.5363882,-99.7006772
South Sioux City,Nebraska,42.4738831,-96.4136407
Osmond,Nebraska,42.3600032,-97.5967282
Pierce,Nebraska,42.19917,-97.5267247
Plainview,Nebraska,42.3497266,-97.7920091
Madison,Nebraska,41.8283401,-97.455048
Stanton,Nebraska,41.950284,-97.2239336
Lyons,Nebraska,41.9374929,-96.4772509
Oshkosh,Nebraska,41.404983,-102.3443564
Scottsbluff,Nebraska,41.8666341,-103.6671662
Saint Edward,Nebraska,41.5700122,-97.8658897
Schuyler,Nebraska,41.4472309,-97.0594786
Sargent,Nebraska,41.640562,-99.3712162
Ord,Nebraska,41.6033429,-98.9261987
Sidney,Nebraska,41.1427623,-102.9779785
Stromsburg,Nebraska,41.1141811,-97.5989405
Osceola,Nebraska,41.1797366,-97.5475501
Saint Paul,Nebraska,41.2147347,-98.4581247
Loup City,Nebraska,41.275565,-98.9667532
Omaha,Nebraska,41.2586096,-95.937792
Ralston,Nebraska,41.2052767,-96.0425166
Springfield,Nebraska,41.0819432,-96.13446
Papillion,Nebraska,41.1544433,-96.0422378
Louisville,Nebraska,40.9977765,-96.1622352
Plattsmouth,Nebraska,41.0113881,-95.8822312
Seward,Nebraska,40.906953,-97.0989229
Lincoln,Nebraska,40.8000011,-96.6669599
Syracuse,Nebraska,40.6572236,-96.1863975
Peru,Nebraska,40.4741686,-95.7336054
Tecumseh,Nebraska,40.3666666,-96.19612
Red Cloud,Nebraska,40.0889025,-98.5195049
Superior,Nebraska,40.020847,-98.0700443
Pawnee City,Nebraska,40.1083334,-96.1544512
Saint Francis,Kansas,39.7722151,-101.799897
Mankato,Kansas,39.7872343,-98.2100511
Randall,Kansas,39.642508,-98.0447687
Smith Center,Kansas,39.7791786,-98.7850749
Republic,Kansas,39.9236213,-97.8217096
Scandia,Kansas,39.794452,-97.7836543
Linn,Kansas,39.6800019,-97.0841919
Mahaska,Kansas,39.9875046,-97.3542053
Palmer,Kansas,39.631945,-97.1403042
Logan,Kansas,39.6616746,-99.5703854
Long Island,Kansas,39.9494537,-99.5359389
Speed,Kansas,39.6772312,-99.4209344
Prairie View,Kansas,39.8325083,-99.5726073
Summerfield,Kansas,39.9972231,-96.3502918
Powhattan,Kansas,39.7616682,-95.6299834
Reserve,Kansas,39.977225,-95.5619281
Robinson,Kansas,39.8166687,-95.4105347
Oneida,Kansas,39.8638876,-95.9391621
Severance,Kansas,39.7672208,-95.2499751
Soldier,Kansas,39.5361062,-95.9641595
Stockton,Kansas,39.4380656,-99.2650967
Palco,Kansas,39.2522304,-99.5628877
Plainville,Kansas,39.2347323,-99.2981556
Rexford,Kansas,39.4716708,-100.7434815
Portis,Kansas,39.5636219,-98.6934054
Selden,Kansas,39.5408373,-100.567644
Longford,Kansas,39.1699957,-97.3314134
Simpson,Kansas,39.3852814,-97.931432
Scottsville,Kansas,39.5436162,-97.9530997
Randolph,Kansas,39.4305534,-96.7600113
